id,emotion
380,3
381,6
382,5
383,1
384,2
385,6
386,3
387,2
388,3
389,3
390,2
391,2
392,3
393,2
394,2
395,4
396,4
397,5
398,2
399,6
400,2
401,3
402,6
403,3
404,6
405,4
406,6
407,6
408,2
409,4
410,3
411,0
412,0
413,4
414,6
415,5
416,6
417,4
418,5
419,1
420,0
421,2
422,2
423,3
424,5
425,3
426,6
427,3
428,6
429,5
430,3
431,6
432,6
433,4
434,3
435,3
436,5
437,6
438,0
439,3
440,2
441,6
442,6
443,3
444,4
445,3
446,4
447,4
448,3
449,3
450,6
451,5
452,6
453,0
454,6
455,5
456,4
457,0
458,5
459,3
460,2
461,4
462,6
463,2
464,5
465,3
466,3
467,0
468,2
469,3
470,4
471,3
472,4
473,0
474,2
475,3
476,5
477,0
478,0
479,0
480,6
481,6
482,5
483,3
484,6
485,6
486,2
487,3
488,6
489,6
490,6
491,2
492,4
493,4
494,6
495,6
496,2
497,2
498,3
499,3
500,2
501,2
502,3
503,4
504,3
505,0
506,2
507,4
508,5
509,2
510,3
511,3
512,0
513,4
514,4
515,2
516,4
517,5
518,0
519,6
520,4
521,2
522,2
523,2
524,5
525,6
526,5
527,4
528,3
529,3
530,6
531,2
532,3
533,5
534,3
535,2
536,3
537,3
538,4
539,3
540,3
541,2
542,6
543,0
544,6
545,4
546,3
547,3
548,3
549,6
550,4
551,3
552,4
553,6
554,3
555,4
556,6
557,6
558,6
559,3
560,0
561,4
562,3
563,4
564,3
565,2
566,3
567,0
568,5
569,5
570,3
571,4
572,6
573,4
574,0
575,0
576,6
577,5
578,2
579,2
580,5
581,2
582,0
583,0
584,3
585,3
586,5
587,2
588,3
589,3
590,4
591,2
592,6
593,3
594,3
595,4
596,5
597,6
598,3
599,3
600,4
601,3
602,6
603,4
604,3
605,4
606,3
607,6
608,0
609,0
610,4
611,6
612,0
613,4
614,1
615,3
616,6
617,0
618,0
619,3
620,5
621,3
622,4
623,4
624,5
625,1
626,5
627,5
628,4
629,4
630,4
631,2
632,3
633,2
634,4
635,2
636,0
637,6
638,3
639,4
640,0
641,6
642,2
643,2
644,3
645,5
646,3
647,0
648,2
649,6
650,5
651,5
652,3
653,6
654,3
655,3
656,2
657,3
658,4
659,6
660,3
661,0
662,0
663,4
664,0
665,5
666,4
667,6
668,4
669,3
670,5
671,4
672,6
673,3
674,6
675,3
676,0
677,3
678,0
679,4
680,6
681,5
682,3
683,0
684,4
685,3
686,6
687,5
688,2
689,4
690,5
691,5
692,6
693,2
694,0
695,3
696,0
697,6
698,2
699,3
700,3
701,5
702,2
703,3
704,2
705,3
706,1
707,6
708,3
709,2
710,3
711,3
712,3
713,6
714,6
715,6
716,2
717,0
718,3
719,3
720,6
721,4
722,4
723,5
724,6
725,3
726,3
727,5
728,2
729,5
730,2
731,3
732,3
733,6
734,3
735,4
736,0
737,2
738,0
739,4
740,6
741,5
742,0
743,6
744,5
745,3
746,0
747,2
748,3
749,0
750,0
751,6
752,6
753,2
754,6
755,4
756,0
757,5
758,4
759,3
760,6
761,0
762,4
763,6
764,2
765,2
766,0
767,3
768,3
769,5
770,3
771,6
772,4
773,3
774,5
775,6
776,3
777,4
778,4
779,2
780,3
781,5
782,2
783,4
784,2
785,2
786,3
787,4
788,4
789,3
790,0
791,4
792,2
793,3
794,3
795,3
796,3
797,5
798,6
799,2
800,2
801,3
802,6
803,3
804,3
805,6
806,3
807,0
808,5
809,3
810,0
811,4
812,6
813,2
814,2
815,2
816,0
817,2
818,3
819,2
820,5
821,3
822,0
823,6
824,3
825,3
826,6
827,3
828,3
829,0
830,2
831,0
832,6
833,0
834,6
835,6
836,3
837,3
838,2
839,0
840,3
841,2
842,6
843,4
844,5
845,5
846,3
847,4
848,3
849,5
850,0
851,2
852,6
853,3
854,4
855,3
856,6
857,6
858,2
859,4
860,5
861,6
862,0
863,3
864,0
865,6
866,3
867,2
868,3
869,3
870,3
871,2
872,0
873,5
874,6
875,5
876,3
877,3
878,3
879,5
880,6
881,4
882,5
883,4
884,6
885,2
886,2
887,0
888,6
889,0
890,3
891,5
892,0
893,2
894,2
895,4
896,3
897,4
898,6
899,4
900,3
901,6
902,4
903,4
904,4
905,3
906,2
907,3
908,0
909,3
910,6
911,1
912,0
913,5
914,3
915,4
916,4
917,2
918,3
919,2
920,2
921,6
922,3
923,0
924,6
925,2
926,4
927,3
928,5
929,4
930,3
931,3
932,3
933,3
934,5
935,2
936,4
937,6
938,2
939,6
940,0
941,4
942,3
943,5
944,5
945,6
946,6
947,5
948,3
949,4
950,5
951,3
952,3
953,5
954,3
955,2
956,4
957,6
958,0
959,5
960,2
961,2
962,0
963,3
964,4
965,3
966,2
967,4
968,3
969,3
970,3
971,2
972,4
973,3
974,5
975,4
976,3
977,3
978,4
979,3
980,3
981,0
982,4
983,0
984,4
985,3
986,1
987,6
988,6
989,2
990,3
991,4
992,5
993,6
994,2
995,3
996,4
997,4
998,3
999,3
1000,3
1001,2
1002,3
1003,0
1004,4
1005,2
1006,2
1007,6
1008,5
1009,4
1010,0
1011,4
1012,6
1013,6
1014,6
1015,5
1016,5
1017,2
1018,5
1019,6
1020,5
1021,3
1022,3
1023,0
1024,3
1025,3
1026,5
1027,3
1028,3
1029,2
1030,0
1031,5
1032,4
1033,4
1034,5
1035,2
1036,4
1037,5
1038,6
1039,6
1040,3
1041,6
1042,6
1043,2
1044,3
1045,3
1046,0
1047,5
1048,6
1049,5
1050,2
1051,4
1052,2
1053,0
1054,0
1055,3
1056,4
1057,4
1058,0
1059,3
1060,2
1061,2
1062,3
1063,4
1064,1
1065,4
1066,5
1067,0
1068,3
1069,3
1070,3
1071,4
1072,6
1073,4
1074,2
1075,4
1076,5
1077,3
1078,5
1079,6
1080,5
1081,0
1082,3
1083,6
1084,4
1085,1
1086,0
1087,5
1088,3
1089,1
1090,2
1091,2
1092,2
1093,3
1094,3
1095,5
1096,2
1097,0
1098,6
1099,4
1100,4
1101,6
1102,3
1103,0
1104,0
1105,6
1106,6
1107,5
1108,4
1109,3
1110,2
1111,4
1112,2
1113,5
1114,4
1115,3
1116,6
1117,3
1118,6
1119,3
1120,6
1121,2
1122,4
1123,4
1124,4
1125,3
1126,6
1127,0
1128,0
1129,5
1130,6
1131,5
1132,5
1133,5
1134,4
1135,0
1136,2
1137,6
1138,3
1139,6
1140,4
1141,5
1142,2
1143,3
1144,3
1145,4
1146,0
1147,0
1148,0
1149,0
1150,0
1151,2
1152,0
1153,3
1154,6
1155,5
1156,2
1157,3
1158,4
1159,4
1160,5
1161,0
1162,3
1163,5
1164,6
1165,3
1166,3
1167,2
1168,2
1169,0
1170,6
1171,3
1172,3
1173,6
1174,3
1175,2
1176,2
1177,4
1178,3
1179,2
1180,3
1181,3
1182,3
1183,1
1184,6
1185,5
1186,5
1187,3
1188,4
1189,6
1190,2
1191,6
1192,2
1193,3
1194,4
1195,4
1196,0
1197,6
1198,4
1199,2
1200,2
1201,4
1202,5
1203,5
1204,3
1205,6
1206,3
1207,4
1208,2
1209,3
1210,3
1211,0
1212,2
1213,5
1214,4
1215,3
1216,6
1217,4
1218,4
1219,4
1220,3
1221,2
1222,3
1223,6
1224,4
1225,4
1226,3
1227,3
1228,6
1229,3
1230,4
1231,0
1232,3
1233,3
1234,3
1235,3
1236,2
1237,2
1238,5
1239,6
1240,4
1241,2
1242,3
1243,3
1244,0
1245,1
1246,3
1247,4
1248,5
1249,2
1250,2
1251,4
1252,5
1253,3
1254,3
1255,5
1256,4
1257,4
1258,4
1259,2
1260,2
1261,2
1262,0
1263,1
1264,3
1265,6
1266,3
1267,3
1268,6
1269,2
1270,3
1271,2
1272,3
1273,2
1274,6
1275,0
1276,3
1277,4
1278,5
1279,4
1280,6
1281,0
1282,0
1283,3
1284,2
1285,2
1286,6
1287,0
1288,6
1289,2
1290,0
1291,2
1292,6
1293,4
1294,2
1295,3
1296,4
1297,4
1298,5
1299,0
1300,4
1301,4
1302,6
1303,0
1304,5
1305,4
1306,2
1307,2
1308,4
1309,2
1310,2
1311,6
1312,3
1313,2
1314,6
1315,2
1316,4
1317,3
1318,6
1319,2
1320,4
1321,6
1322,6
1323,4
1324,0
1325,2
1326,2
1327,4
1328,2
1329,2
1330,4
1331,3
1332,3
1333,5
1334,5
1335,0
1336,3
1337,3
1338,4
1339,6
1340,0
1341,6
1342,4
1343,3
1344,6
1345,3
1346,2
1347,3
1348,2
1349,5
1350,3
1351,2
1352,5
1353,2
1354,5
1355,3
1356,0
1357,4
1358,3
1359,3
1360,0
1361,6
1362,3
1363,1
1364,2
1365,4
1366,0
1367,3
1368,0
1369,5
1370,6
1371,3
1372,1
1373,4
1374,2
1375,2
1376,2
1377,3
1378,3
1379,5
1380,5
1381,4
1382,6
1383,0
1384,0
1385,3
1386,4
1387,3
1388,4
1389,6
1390,3
1391,4
1392,3
1393,4
1394,3
1395,4
1396,6
1397,3
1398,2
1399,2
1400,2
1401,6
1402,3
1403,2
1404,2
1405,6
1406,3
1407,2
1408,0
1409,4
1410,6
1411,2
1412,6
1413,3
1414,6
1415,0
1416,6
1417,2
1418,6
1419,4
1420,2
1421,0
1422,2
1423,3
1424,2
1425,3
1426,6
1427,0
1428,3
1429,3
1430,4
1431,0
1432,4
1433,3
1434,6
1435,6
1436,5
1437,0
1438,4
1439,2
1440,0
1441,4
1442,6
1443,3
1444,3
1445,4
1446,4
1447,5
1448,5
1449,4
1450,2
1451,4
1452,3
1453,0
1454,4
1455,6
1456,4
1457,5
1458,2
1459,3
1460,6
1461,5
1462,6
1463,3
1464,3
1465,0
1466,1
1467,6
1468,4
1469,6
1470,6
1471,3
1472,3
1473,4
1474,0
1475,2
1476,0
1477,2
1478,6
1479,0
1480,4
1481,6
1482,4
1483,6
1484,6
1485,2
1486,1
1487,6
1488,4
1489,0
1490,2
1491,5
1492,2
1493,4
1494,4
1495,0
1496,6
1497,4
1498,0
1499,0
1500,3
1501,3
1502,5
1503,2
1504,3
1505,0
1506,2
1507,2
1508,2
1509,3
1510,3
1511,0
1512,5
1513,4
1514,2
1515,6
1516,3
1517,5
1518,6
1519,3
1520,3
1521,6
1522,4
1523,6
1524,4
1525,2
1526,4
1527,5
1528,3
1529,0
1530,6
1531,0
1532,2
1533,4
1534,5
1535,6
1536,6
1537,0
1538,3
1539,2
1540,4
1541,3
1542,4
1543,3
1544,3
1545,3
1546,3
1547,3
1548,3
1549,1
1550,4
1551,6
1552,2
1553,3
1554,5
1555,3
1556,3
1557,2
1558,6
1559,4
1560,6
1561,5
1562,6
1563,5
1564,3
1565,6
1566,4
1567,6
1568,5
1569,3
1570,3
1571,6
1572,6
1573,6
1574,6
1575,4
1576,3
1577,6
1578,6
1579,4
1580,3
1581,5
1582,6
1583,4
1584,3
1585,5
1586,4
1587,4
1588,5
1589,2
1590,3
1591,0
1592,0
1593,5
1594,0
1595,4
1596,6
1597,3
1598,6
1599,0
1600,3
1601,0
1602,6
1603,6
1604,4
1605,6
1606,2
1607,4
1608,3
1609,5
1610,5
1611,2
1612,5
1613,5
1614,3
1615,2
1616,0
1617,3
1618,4
1619,3
1620,6
1621,2
1622,0
1623,2
1624,4
1625,3
1626,0
1627,3
1628,0
1629,3
1630,4
1631,0
1632,6
1633,5
1634,0
1635,3
1636,0
1637,0
1638,4
1639,6
1640,3
1641,4
1642,2
1643,5
1644,4
1645,4
1646,3
1647,2
1648,3
1649,3
1650,3
1651,3
1652,5
1653,4
1654,6
1655,6
1656,3
1657,6
1658,4
1659,2
1660,2
1661,6
1662,4
1663,2
1664,4
1665,5
1666,5
1667,6
1668,6
1669,0
1670,0
1671,4
1672,1
1673,2
1674,3
1675,0
1676,1
1677,4
1678,6
1679,0
1680,0
1681,2
1682,3
1683,3
1684,0
1685,6
1686,3
1687,2
1688,0
1689,0
1690,4
1691,0
1692,5
1693,3
1694,6
1695,5
1696,6
1697,1
1698,4
1699,5
1700,0
1701,6
1702,2
1703,4
1704,0
1705,4
1706,5
1707,2
1708,3
1709,3
1710,6
1711,5
1712,4
1713,2
1714,5
1715,4
1716,3
1717,3
1718,5
1719,6
1720,6
1721,3
1722,2
1723,6
1724,1
1725,4
1726,2
1727,5
1728,2
1729,3
1730,0
1731,3
1732,5
1733,0
1734,4
1735,3
1736,5
1737,3
1738,0
1739,6
1740,3
1741,5
1742,0
1743,3
1744,3
1745,3
1746,3
1747,2
1748,3
1749,6
1750,5
1751,3
1752,6
1753,4
1754,3
1755,3
1756,3
1757,5
1758,0
1759,3
1760,6
1761,6
1762,4
1763,6
1764,6
1765,2
1766,0
1767,3
1768,2
1769,4
1770,1
1771,0
1772,4
1773,2
1774,5
1775,1
1776,2
1777,2
1778,4
1779,6
1780,4
1781,0
1782,2
1783,6
1784,3
1785,2
1786,3
1787,0
1788,0
1789,5
1790,6
1791,4
1792,4
1793,3
1794,2
1795,6
1796,3
1797,4
1798,5
1799,2
1800,3
1801,6
1802,2
1803,2
1804,3
1805,6
1806,5
1807,4
1808,0
1809,3
1810,5
1811,3
1812,6
1813,5
1814,2
1815,5
1816,5
1817,0
1818,0
1819,2
1820,3
1821,3
1822,2
1823,4
1824,2
1825,6
1826,6
1827,5
1828,1
1829,4
1830,3
1831,3
1832,6
1833,6
1834,6
1835,0
1836,5
1837,4
1838,5
1839,4
1840,0
1841,2
1842,5
1843,6
1844,0
1845,2
1846,5
1847,3
1848,3
1849,6
1850,0
1851,0
1852,3
1853,0
1854,3
1855,4
1856,4
1857,6
1858,0
1859,6
1860,6
1861,3
1862,5
1863,6
1864,5
1865,3
1866,4
1867,4
1868,0
1869,5
1870,6
1871,5
1872,3
1873,2
1874,6
1875,3
1876,3
1877,0
1878,4
1879,0
1880,0
1881,6
1882,2
1883,2
1884,5
1885,6
1886,0
1887,5
1888,3
1889,5
1890,3
1891,5
1892,4
1893,6
1894,4
1895,6
1896,4
1897,4
1898,3
1899,4
1900,3
1901,6
1902,2
1903,2
1904,3
1905,3
1906,0
1907,4
1908,3
1909,1
1910,0
1911,3
1912,0
1913,3
1914,5
1915,2
1916,3
1917,3
1918,3
1919,2
1920,6
1921,3
1922,0
1923,4
1924,0
1925,6
1926,4
1927,0
1928,3
1929,5
1930,6
1931,5
1932,6
1933,6
1934,2
1935,4
1936,3
1937,2
1938,2
1939,5
1940,0
1941,6
1942,0
1943,2
1944,4
1945,3
1946,3
1947,3
1948,4
1949,4
1950,3
1951,2
1952,4
1953,4
1954,5
1955,0
1956,4
1957,3
1958,4
1959,3
1960,2
1961,0
1962,3
1963,6
1964,4
1965,6
1966,3
1967,3
1968,0
1969,2
1970,2
1971,6
1972,5
1973,6
1974,6
1975,0
1976,3
1977,5
1978,2
1979,2
1980,6
1981,6
1982,3
1983,3
1984,3
1985,0
1986,2
1987,2
1988,6
1989,6
1990,5
1991,0
1992,2
1993,0
1994,6
1995,3
1996,3
1997,3
1998,6
1999,6
2000,5
2001,6
2002,4
2003,3
2004,3
2005,3
2006,5
2007,0
2008,6
2009,5
2010,6
2011,6
2012,2
2013,6
2014,2
2015,3
2016,4
2017,3
2018,3
2019,3
2020,0
2021,4
2022,0
2023,6
2024,6
2025,6
2026,6
2027,2
2028,3
2029,2
2030,3
2031,3
2032,5
2033,6
2034,0
2035,0
2036,6
2037,6
2038,2
2039,4
2040,6
2041,2
2042,5
2043,4
2044,6
2045,6
2046,3
2047,2
2048,6
2049,3
2050,2
2051,2
2052,0
2053,5
2054,0
2055,3
2056,3
2057,0
2058,2
2059,4
2060,2
2061,0
2062,0
2063,3
2064,4
2065,0
2066,2
2067,5
2068,4
2069,3
2070,3
2071,5
2072,3
2073,2
2074,2
2075,4
2076,4
2077,3
2078,2
2079,3
2080,3
2081,4
2082,0
2083,0
2084,2
2085,0
2086,4
2087,5
2088,3
2089,4
2090,6
2091,0
2092,4
2093,3
2094,3
2095,5
2096,3
2097,5
2098,2
2099,3
2100,0
2101,6
2102,5
2103,4
2104,3
2105,4
2106,3
2107,0
2108,6
2109,3
2110,4
2111,3
2112,3
2113,5
2114,3
2115,4
2116,4
2117,2
2118,5
2119,0
2120,6
2121,6
2122,0
2123,3
2124,6
2125,1
2126,2
2127,6
2128,6
2129,4
2130,6
2131,3
2132,3
2133,3
2134,1
2135,6
2136,3
2137,3
2138,3
2139,3
2140,4
2141,5
2142,3
2143,2
2144,2
2145,6
2146,4
2147,3
2148,0
2149,3
2150,0
2151,5
2152,2
2153,2
2154,3
2155,3
2156,4
2157,6
2158,3
2159,0
2160,5
2161,4
2162,0
2163,4
2164,2
2165,3
2166,3
2167,2
2168,3
2169,0
2170,3
2171,3
2172,0
2173,3
2174,5
2175,3
2176,0
2177,4
2178,2
2179,4
2180,2
2181,3
2182,2
2183,6
2184,4
2185,3
2186,4
2187,2
2188,2
2189,3
2190,6
2191,2
2192,3
2193,6
2194,2
2195,5
2196,2
2197,4
2198,5
2199,3
2200,3
2201,5
2202,5
2203,3
2204,6
2205,4
2206,2
2207,1
2208,2
2209,0
2210,2
2211,4
2212,3
2213,3
2214,0
2215,6
2216,3
2217,0
2218,2
2219,6
2220,6
2221,1
2222,4
2223,6
2224,2
2225,6
2226,3
2227,3
2228,6
2229,3
2230,3
2231,6
2232,6
2233,3
2234,5
2235,4
2236,0
2237,0
2238,5
2239,4
2240,6
2241,6
2242,4
2243,4
2244,2
2245,0
2246,0
2247,2
2248,5
2249,4
2250,6
2251,3
2252,4
2253,3
2254,0
2255,3
2256,3
2257,6
2258,3
2259,5
2260,6
2261,4
2262,6
2263,2
2264,6
2265,6
2266,3
2267,5
2268,3
2269,3
2270,5
2271,3
2272,6
2273,3
2274,4
2275,2
2276,3
2277,4
2278,4
2279,2
2280,6
2281,0
2282,3
2283,0
2284,6
2285,5
2286,2
2287,3
2288,6
2289,3
2290,6
2291,0
2292,5
2293,2
2294,0
2295,1
2296,2
2297,6
2298,0
2299,4
2300,6
2301,3
2302,3
2303,0
2304,3
2305,6
2306,3
2307,4
2308,5
2309,3
2310,3
2311,0
2312,4
2313,5
2314,6
2315,2
2316,3
2317,2
2318,0
2319,3
2320,2
2321,6
2322,0
2323,3
2324,1
2325,0
2326,0
2327,3
2328,4
2329,0
2330,4
2331,4
2332,4
2333,3
2334,0
2335,4
2336,2
2337,3
2338,6
2339,3
2340,3
2341,4
2342,2
2343,2
2344,6
2345,4
2346,3
2347,3
2348,6
2349,5
2350,5
2351,3
2352,3
2353,6
2354,3
2355,4
2356,6
2357,2
2358,2
2359,6
2360,3
2361,2
2362,2
2363,4
2364,3
2365,6
2366,5
2367,6
2368,4
2369,2
2370,6
2371,3
2372,6
2373,6
2374,4
2375,6
2376,5
2377,2
2378,0
2379,4
2380,2
2381,4
2382,5
2383,3
2384,6
2385,3
2386,4
2387,6
2388,0
2389,1
2390,3
2391,3
2392,3
2393,3
2394,1
2395,3
2396,4
2397,3
2398,3
2399,6
2400,0
2401,2
2402,2
2403,5
2404,3
2405,5
2406,0
2407,4
2408,5
2409,2
2410,6
2411,5
2412,5
2413,5
2414,3
2415,2
2416,0
2417,6
2418,3
2419,2
2420,2
2421,0
2422,3
2423,2
2424,5
2425,2
2426,3
2427,5
2428,4
2429,0
2430,0
2431,4
2432,2
2433,0
2434,3
2435,4
2436,5
2437,4
2438,3
2439,3
2440,5
2441,6
2442,0
2443,6
2444,3
2445,5
2446,4
2447,0
2448,3
2449,3
2450,3
2451,0
2452,0
2453,6
2454,6
2455,3
2456,3
2457,2
2458,3
2459,5
2460,3
2461,3
2462,3
2463,3
2464,2
2465,6
2466,6
2467,3
2468,2
2469,2
2470,3
2471,6
2472,6
2473,3
2474,3
2475,3
2476,3
2477,2
2478,3
2479,5
2480,0
2481,2
2482,1
2483,0
2484,4
2485,3
2486,5
2487,5
2488,3
2489,5
2490,4
2491,4
2492,0
2493,3
2494,3
2495,1
2496,5
2497,0
2498,2
2499,6
2500,4
2501,4
2502,5
2503,6
2504,6
2505,6
2506,6
2507,5
2508,0
2509,0
2510,5
2511,4
2512,4
2513,2
2514,3
2515,5
2516,4
2517,3
2518,5
2519,5
2520,2
2521,3
2522,4
2523,4
2524,3
2525,4
2526,5
2527,3
2528,5
2529,4
2530,3
2531,3
2532,0
2533,6
2534,3
2535,2
2536,4
2537,2
2538,3
2539,2
2540,4
2541,4
2542,3
2543,3
2544,0
2545,0
2546,5
2547,3
2548,0
2549,3
2550,4
2551,2
2552,2
2553,6
2554,0
2555,2
2556,6
2557,3
2558,6
2559,3
2560,0
2561,2
2562,0
2563,3
2564,3
2565,2
2566,3
2567,2
2568,4
2569,3
2570,4
2571,0
2572,6
2573,3
2574,2
2575,4
2576,3
2577,6
2578,2
2579,2
2580,2
2581,0
2582,3
2583,2
2584,3
2585,3
2586,3
2587,6
2588,6
2589,0
2590,3
2591,0
2592,3
2593,2
2594,3
2595,3
2596,3
2597,4
2598,0
2599,2
2600,5
2601,4
2602,3
2603,3
2604,0
2605,6
2606,5
2607,4
2608,6
2609,3
2610,2
2611,3
2612,6
2613,6
2614,4
2615,4
2616,3
2617,6
2618,5
2619,4
2620,0
2621,4
2622,6
2623,3
2624,3
2625,5
2626,6
2627,2
2628,5
2629,4
2630,3
2631,2
2632,6
2633,3
2634,6
2635,5
2636,3
2637,6
2638,0
2639,6
2640,4
2641,5
2642,4
2643,3
2644,4
2645,0
2646,0
2647,4
2648,4
2649,1
2650,1
2651,3
2652,3
2653,3
2654,3
2655,2
2656,3
2657,0
2658,5
2659,5
2660,1
2661,2
2662,0
2663,3
2664,6
2665,4
2666,0
2667,3
2668,4
2669,0
2670,2
2671,3
2672,4
2673,4
2674,2
2675,3
2676,2
2677,3
2678,3
2679,6
2680,3
2681,6
2682,6
2683,6
2684,4
2685,4
2686,5
2687,4
2688,5
2689,5
2690,4
2691,0
2692,5
2693,4
2694,6
2695,6
2696,6
2697,3
2698,3
2699,2
2700,4
2701,3
2702,0
2703,3
2704,5
2705,5
2706,6
2707,0
2708,2
2709,3
2710,4
2711,0
2712,0
2713,4
2714,0
2715,0
2716,6
2717,1
2718,3
2719,6
2720,6
2721,4
2722,0
2723,4
2724,2
2725,4
2726,6
2727,6
2728,5
2729,3
2730,0
2731,3
2732,4
2733,0
2734,2
2735,0
2736,6
2737,3
2738,5
2739,0
2740,2
2741,4
2742,0
2743,0
2744,3
2745,4
2746,2
2747,4
2748,4
2749,3
2750,0
2751,5
2752,3
2753,0
2754,4
2755,4
2756,3
2757,6
2758,4
2759,3
2760,4
2761,0
2762,5
2763,0
2764,3
2765,5
2766,4
2767,3
2768,6
2769,3
2770,4
2771,0
2772,6
2773,4
2774,4
2775,0
2776,3
2777,6
2778,5
2779,6
2780,4
2781,3
2782,2
2783,3
2784,3
2785,5
2786,5
2787,0
2788,6
2789,5
2790,0
2791,3
2792,3
2793,6
2794,0
2795,0
2796,2
2797,5
2798,3
2799,2
2800,4
2801,0
2802,6
2803,3
2804,2
2805,3
2806,6
2807,4
2808,2
2809,6
2810,6
2811,6
2812,6
2813,2
2814,6
2815,0
2816,2
2817,0
2818,4
2819,3
2820,5
2821,0
2822,2
2823,5
2824,4
2825,0
2826,6
2827,0
2828,6
2829,6
2830,0
2831,6
2832,5
2833,4
2834,3
2835,3
2836,5
2837,0
2838,6
2839,2
2840,5
2841,3
2842,5
2843,3
2844,3
2845,0
2846,5
2847,0
2848,0
2849,0
2850,4
2851,0
2852,5
2853,2
2854,5
2855,3
2856,5
2857,4
2858,5
2859,4
2860,4
2861,3
2862,6
2863,0
2864,0
2865,3
2866,5
2867,4
2868,6
2869,6
2870,0
2871,3
2872,0
2873,3
2874,3
2875,4
2876,5
2877,5
2878,6
2879,3
2880,4
2881,4
2882,3
2883,3
2884,3
2885,6
2886,2
2887,0
2888,2
2889,0
2890,5
2891,4
2892,0
2893,6
2894,4
2895,0
2896,5
2897,4
2898,4
2899,3
2900,4
2901,3
2902,3
2903,5
2904,2
2905,6
2906,4
2907,3
2908,5
2909,2
2910,6
2911,3
2912,0
2913,5
2914,5
2915,3
2916,4
2917,3
2918,6
2919,6
2920,3
2921,5
2922,6
2923,5
2924,3
2925,2
2926,6
2927,3
2928,3
2929,5
2930,2
2931,6
2932,2
2933,4
2934,6
2935,4
2936,0
2937,6
2938,0
2939,5
2940,2
2941,3
2942,4
2943,6
2944,3
2945,2
2946,2
2947,2
2948,5
2949,5
2950,0
2951,5
2952,2
2953,2
2954,3
2955,3
2956,6
2957,6
2958,3
2959,2
2960,3
2961,4
2962,4
2963,0
2964,4
2965,4
2966,5
2967,3
2968,2
2969,6
2970,0
2971,2
2972,0
2973,4
2974,4
2975,4
2976,2
2977,3
2978,5
2979,0
2980,0
2981,2
2982,5
2983,2
2984,4
2985,3
2986,4
2987,5
2988,6
2989,3
2990,5
2991,2
2992,0
2993,3
2994,4
2995,3
2996,0
